spectrum_name,brightness,soil_fraction,leaf_fraction
14deg_plot_14_01_0004,0.7522608608674919,0.48175110483482164,0.5182488951651784
14deg_plot_14_02_0000 (2),0.7266341402809007,0.35663570036188547,0.6433642996381145
14deg_plot_14_02_0000,0.6718731985777624,0.6390733401300551,0.36092665986994477
14deg_plot_14_02_0001 (2),0.5525205454564359,0.20567273954032878,0.7943272604596714
14deg_plot_14_02_0001,0.7214758138488935,0.39189330814917056,0.6081066918508293
14deg_plot_14_02_0002 (2),0.7439725161519831,0.39560707001387424,0.6043929299861257
14deg_plot_14_02_0002,0.6513589896278296,0.6568040031587742,0.34319599684122587
14deg_plot_14_02_0003 (2),0.6085723489638235,0.3522731143065718,0.6477268856934282
14deg_plot_14_02_0003,0.7575250481052398,0.7407905152307214,0.2592094847692785
14deg_plot_14_02_0004 (2),0.7270123248074393,0.38366144039831307,0.6163385596016869
14deg_plot_14_02_0004,0.9562049111641177,0.6234929993342209,0.3765070006657793
14deg_plot_14_02_0005 (2),0.6215845961703589,0.2528395310357563,0.7471604689642436
14deg_plot_14_02_0005,0.7206559008679418,0.5218839119880287,0.47811608801197136
14deg_plot_14_03_0000,0.8323138445070901,0.5438655115595861,0.4561344884404138
14deg_plot_14_03_0001,0.9283890582959177,0.38531320787721146,0.6146867921227885
14deg_plot_14_03_0002,0.873371846308792,0.4905911249289633,0.5094088750710366
14deg_plot_14_03_0003,0.8299281539647304,0.6150360003919614,0.38496399960803857
14deg_plot_14_03_0004,0.8943519173282793,0.47376297286464847,0.5262370271353515
14deg_plot_14_04_0000,0.7386198231077629,0.045885986908310854,0.9541140130916891
14deg_plot_14_04_0001,0.9350547947521098,0.0,1.0
14deg_plot_14_04_0002,0.7727675878307052,0.16953357862680526,0.8304664213731947
14deg_plot_14_04_0003,0.8952306613247545,0.13338891815244477,0.8666110818475552
14deg_plot_14_04_0004,0.7426114588854851,0.2014962235548114,0.7985037764451886
14deg_plot_14_05_0000 (2),0.8209561254837823,0.4948118394113895,0.5051881605886105
14deg_plot_14_05_0000,0.9699827628456918,0.699261233190836,0.30073876680916395
14deg_plot_14_05_0001 (2),0.8661408209758586,0.40000828412281153,0.5999917158771885
14deg_plot_14_05_0001,0.9681266830509672,0.6339031746240915,0.36609682537590843
14deg_plot_14_05_0002 (2),0.7722475728820795,0.45126188508027415,0.5487381149197259
14deg_plot_14_05_0002,0.9681507995973723,0.6194377591493817,0.3805622408506183
14deg_plot_14_05_0003 (2),0.7835679605323747,0.42452348447808913,0.5754765155219108
14deg_plot_14_05_0003,0.8755876600909023,0.6052563083102598,0.3947436916897403
14deg_plot_14_05_0004 (2),0.7785501519943141,0.47830239384806494,0.5216976061519351
14deg_plot_14_05_0004,0.9204460352436469,0.6914900505467734,0.30850994945322663
14deg_plot_14_06_0000,0.7292408792168658,0.3532629547942728,0.6467370452057271
14deg_plot_14_06_0001,0.7908977174019343,0.35637391830459786,0.643626081695402
14deg_plot_14_06_0002,0.6551339732821584,0.4167931921710134,0.5832068078289864
14deg_plot_14_06_0003,0.8339795980475301,0.41612062525271754,0.5838793747472826
14deg_plot_14_06_0004,1.0502572693928622,0.33991577058889877,0.6600842294111013
14deg_plot_14_07_0000,1.3676566171423248,0.6090259691546837,0.3909740308453162
14deg_plot_14_07_0001,1.071232055459281,0.6543122339355163,0.34568776606448354
14deg_plot_14_07_0002,1.0425329727976629,0.5214254565384399,0.4785745434615602
14deg_plot_14_07_0003,0.9387035650930802,0.5775059209657671,0.422494079034233
14deg_plot_14_07_0004,1.140909024081959,0.8948188180777461,0.1051811819222538
14deg_plot_14_08_0000,1.069152117900835,0.5380245818869199,0.46197541811308007
14deg_plot_14_08_0001,0.9351959645851509,0.27291626542364705,0.7270837345763528
14deg_plot_14_08_0002,1.073445738475678,0.4376780432441609,0.5623219567558392
14deg_plot_14_08_0003,0.815636154017883,0.44520152330770285,0.5547984766922971
14deg_plot_14_08_0004,0.9575091795228114,0.24243348284013996,0.75756651715986
14deg_plot_14_09_0000 (2),0.4206334824392218,0.0,1.0
14deg_plot_14_09_0000,1.3078271774616013,0.7169618485213148,0.2830381514786853
14deg_plot_14_09_0001 (2),0.4463152522725683,0.0,1.0
14deg_plot_14_09_0001,1.4373005693441636,0.6824577875894455,0.3175422124105546
14deg_plot_14_09_0002 (2),0.739234199636652,0.0,1.0
14deg_plot_14_09_0002,1.3606988986928608,0.7094858871919162,0.2905141128080838
14deg_plot_14_09_0003 (2),0.7497804185307542,0.013880963977295983,0.9861190360227039
14deg_plot_14_09_0003,1.3641447954899675,0.5329396194599745,0.4670603805400254
14deg_plot_14_09_0004 (2),0.9187233974062113,0.05883361547438777,0.9411663845256122
14deg_plot_14_09_0004,0.86780417877956,0.2953587611751278,0.7046412388248721
14deg_plot_14_10_0000,0.9877227418200105,0.4789435166571836,0.5210564833428164
14deg_plot_14_10_0001,1.0319054015387281,0.4106628972869743,0.5893371027130259
14deg_plot_14_10_0002,1.0182321677047041,0.5216731509782567,0.4783268490217433
14deg_plot_14_10_0003,0.6894653404432773,0.3916329267738351,0.6083670732261648
14deg_plot_14_10_0004,0.8535203584073348,0.40880267158270306,0.5911973284172971
14deg_plot_15_01_0000,0.7759078022991822,0.42131362185689314,0.5786863781431069
14deg_plot_15_01_0001,0.9371803167836329,0.5478669284929423,0.45213307150705795
14deg_plot_15_01_0002,0.9757848887672761,0.6205260835925873,0.3794739164074127
14deg_plot_15_01_0003,0.8879190702351538,0.4637097151941303,0.5362902848058697
14deg_plot_15_01_0004,0.7852233279374362,0.28249696222871357,0.7175030377712867
14deg_plot_15_02_0000 (2),0.46364647612187393,0.2558378902245727,0.7441621097754274
14deg_plot_15_02_0000,1.228037174783064,0.6341688437717252,0.3658311562282749
14deg_plot_15_02_0001 (2),1.0437695628669053,0.4360873413132428,0.5639126586867571
14deg_plot_15_02_0001,0.6678865228844242,0.19672244576032744,0.8032775542396724
14deg_plot_15_02_0002 (2),1.096334414958506,0.6209100989297628,0.3790899010702373
14deg_plot_15_02_0002,0.564785121473927,0.0,1.0
14deg_plot_15_02_0003 (2),0.5404401468914279,0.2792926691136229,0.7207073308863771
14deg_plot_15_02_0003,0.7192300181285448,0.2292192778431748,0.7707807221568252
14deg_plot_15_02_0004 (2),0.6005300627327399,0.15038392330744543,0.8496160766925546
14deg_plot_15_02_0004,0.8405389012520931,0.8440401831571827,0.15595981684281732
14deg_plot_15_02_0005 (2),0.5842412660183415,0.19030572519675915,0.8096942748032409
14deg_plot_15_02_0005,0.6513131125030848,0.11768285774397949,0.8823171422560205
14deg_plot_15_03_0000,0.7594348411280539,0.34321443876595725,0.6567855612340427
14deg_plot_15_03_0001,0.731827870657821,0.37713409313459306,0.622865906865407
14deg_plot_15_03_0002,1.0024698133456638,0.3458275488080712,0.6541724511919287
14deg_plot_15_03_0003,0.9946046869006752,0.3624071215071843,0.6375928784928155
14deg_plot_15_03_0004,0.8650715715069899,0.39093220611633855,0.6090677938836614
14deg_plot_15_04_0000 (2),0.8736928478066486,0.2921350800694955,0.7078649199305045
14deg_plot_15_04_0000,1.1623854955400104,0.44194923299974936,0.5580507670002506
14deg_plot_15_04_0001 (2),0.9457703284315946,0.19261944228865902,0.8073805577113411
14deg_plot_15_04_0001,1.090219353992305,0.38862890520561555,0.6113710947943847
14deg_plot_15_04_0002 (2),0.9209764651209351,0.15835810941703754,0.8416418905829625
14deg_plot_15_04_0002,1.1339526850392991,0.08511741003527531,0.9148825899647248
14deg_plot_15_04_0003 (2),0.9640780637643733,0.2642407151936956,0.7357592848063045
14deg_plot_15_04_0003,1.3115249461651473,0.2592920145490382,0.7407079854509617
14deg_plot_15_04_0004 (2),0.8242076160374545,0.19253655885686966,0.8074634411431304
14deg_plot_15_04_0004,1.1334524096716467,0.11180204948919406,0.888197950510806
14deg_plot_15_05_0000,0.5646252310401219,0.2715278064789585,0.7284721935210413
14deg_plot_15_05_0001,0.6540666830499638,0.20162487758138337,0.7983751224186166
14deg_plot_15_05_0002,0.8467381197998423,0.18294248123897522,0.8170575187610247
14deg_plot_15_05_0003,0.7235984766297202,0.16786253901648668,0.8321374609835134
14deg_plot_15_05_0004,0.5943685633095158,0.3474743343109041,0.652525665689096
14deg_plot_15_06_0000,0.6179981369843317,0.24657484736967647,0.7534251526303236
14deg_plot_15_06_0001,0.5871367807147339,0.4016464362447976,0.5983535637552024
14deg_plot_15_06_0002,0.7637491644260435,0.24910108496171326,0.7508989150382868
14deg_plot_15_06_0003,0.6642580342563604,0.24569145398932402,0.7543085460106758
14deg_plot_15_06_0004,0.5450116291250479,0.23628939022537546,0.7637106097746245
14deg_plot_15_07_0000,0.6887807446922789,0.5034479033195196,0.4965520966804804
14deg_plot_15_07_0001,0.7994897980389528,0.4902319387136574,0.5097680612863427
14deg_plot_15_07_0002,1.0625037319652726,0.7395029077913188,0.26049709220868106
14deg_plot_15_07_0003,0.8529612451453887,0.6521456236854133,0.3478543763145866
14deg_plot_15_07_0004,0.8405736083305552,0.6142956289436586,0.38570437105634137
14deg_plot_15_07_0005,1.0524601915470533,0.3408008653323545,0.6591991346676453
14deg_plot_15_07_0006,1.1121139860458702,0.5275775195037001,0.4724224804963
14deg_plot_15_07_0007,0.9078159282579472,0.4683146705846998,0.5316853294153003
14deg_plot_15_07_0008,0.99750902179055,0.4717036710283073,0.5282963289716928
14deg_plot_15_08_0000 (2),0.7838825505229184,0.33429862041735764,0.6657013795826423
14deg_plot_15_08_0000,1.039411508445995,0.21359537425112887,0.786404625748871
14deg_plot_15_08_0001 (2),0.6841848295431098,0.2010307681033492,0.7989692318966509
14deg_plot_15_08_0001,1.5161901973358012,0.15054254262406197,0.8494574573759381
14deg_plot_15_08_0002 (2),0.7929667116071211,0.4004881251574943,0.5995118748425057
14deg_plot_15_08_0002,1.3035238776121636,0.34458357080483537,0.6554164291951646
14deg_plot_15_08_0003 (2),0.6636552194509331,0.27562983844365324,0.7243701615563468
14deg_plot_15_08_0003,1.2405477155626683,0.40910516912327427,0.5908948308767256
14deg_plot_15_08_0004 (2),0.6661122139693212,0.16490597916382943,0.8350940208361707
14deg_plot_15_08_0004,1.32150837474114,0.21621704790413046,0.7837829520958697
14deg_plot_15_10_0000,0.6787227370214162,0.3616998212897268,0.638300178710273
14deg_plot_15_10_0001,0.7149435763506347,0.3833497234442125,0.6166502765557875
14deg_plot_15_10_0002,0.7617210358269771,0.39603154764868176,0.6039684523513184
14deg_plot_15_10_0003,0.7868677839546254,0.3860184112256139,0.6139815887743861
14deg_plot_15_10_0004,0.7298942252222278,0.30684968256057044,0.6931503174394296
14deg_plot_16_01_0000 (2),0.9484764907712127,0.11543305890699498,0.8845669410930048
14deg_plot_16_01_0000,0.4478796629647332,0.0,0.9999999999999999
14deg_plot_16_01_0001 (2),0.8527388927891528,0.42441205246374875,0.5755879475362512
14deg_plot_16_01_0001,0.5143121883528899,0.0,1.0
14deg_plot_16_01_0002 (2),0.8354498590097628,0.3535348934394663,0.646465106560534
14deg_plot_16_01_0002,0.4619537046723151,0.20234873042164064,0.7976512695783593
14deg_plot_16_01_0003 (2),0.40805070963863466,0.09177108872560996,0.90822891127439
14deg_plot_16_01_0003,0.46403001851929454,0.09381792164287223,0.9061820783571277
14deg_plot_16_01_0004 (2),0.8069797108381662,0.0909749589086818,0.9090250410913184
14deg_plot_16_01_0004,0.5583987676708441,0.0,0.9999999999999999
14deg_plot_16_02_0000 (2),1.343766174888141,0.207526273461842,0.7924737265381581
14deg_plot_16_02_0000,0.5416070547797373,0.0,1.0000000000000002
14deg_plot_16_02_0001 (2),1.3333786036234994,0.26778721799220956,0.7322127820077904
14deg_plot_16_02_0001,0.7490078049047992,0.41407921944948356,0.5859207805505166
14deg_plot_16_02_0002 (2),1.457823854118255,0.3375308350005338,0.6624691649994663
14deg_plot_16_02_0002,0.6146938175337889,0.30639697976459024,0.6936030202354098
14deg_plot_16_02_0003 (2),1.5116739543650495,0.3711383838518845,0.6288616161481155
14deg_plot_16_02_0003,0.7126060847536039,0.48124348706814457,0.5187565129318554
14deg_plot_16_02_0004 (2),1.3245227370103927,0.24508789878741827,0.7549121012125817
14deg_plot_16_02_0004,0.772457400732442,0.428647258478597,0.5713527415214029
14deg_plot_16_03_0000,1.5715677455920125,0.9638314459443807,0.03616855405561922
14deg_plot_16_03_0001,1.6184229289294656,1.0,0.0
14deg_plot_16_03_0002,1.7003267458931255,1.0,0.0
14deg_plot_16_03_0003,1.6528344133684705,1.0,0.0
14deg_plot_16_03_0004,1.40909729086288,1.0,0.0
14deg_plot_16_04_0000,1.2124064834896058,0.2793623553153102,0.7206376446846898
14deg_plot_16_04_0001,1.4041690365471533,0.4980237835324913,0.5019762164675088
14deg_plot_16_04_0002,1.754177260547691,0.3503073844052472,0.6496926155947529
14deg_plot_16_04_0003,1.5625027303791987,0.4372967416101143,0.5627032583898857
14deg_plot_16_04_0004,1.4719790104608712,0.3696999827565311,0.630300017243469
14deg_plot_16_05_0000,0.8169307329747849,0.23512071036712162,0.7648792896328784
14deg_plot_16_05_0001,0.8155937340211283,0.4634265839806069,0.5365734160193931
14deg_plot_16_05_0002,0.867287210586738,0.3958514668343127,0.6041485331656873
14deg_plot_16_05_0003,0.8620640328064573,0.3606996429629572,0.6393003570370428
14deg_plot_16_05_0004,1.0637454715101673,0.541199836634392,0.458800163365608
14deg_plot_16_06_0000 (2),1.4304329437853642,0.18350376883540284,0.8164962311645972
14deg_plot_16_06_0000,0.6910907140505504,0.0,1.0
14deg_plot_16_06_0001 (2),1.355036526294418,0.03605442745588494,0.9639455725441151
14deg_plot_16_06_0001,0.6914850680644741,0.0,1.0
14deg_plot_16_06_0002 (2),1.3235544042623009,0.05401016520578411,0.945989834794216
14deg_plot_16_06_0002,0.658737785774368,0.0,1.0
14deg_plot_16_06_0003 (2),0.853909669636652,0.0,1.0
14deg_plot_16_06_0003,0.7081036403389855,0.0,0.9999999999999999
14deg_plot_16_06_0004 (2),0.8804891840273845,0.0,0.9999999999999999
14deg_plot_16_06_0004,0.712432340331212,0.06223121091424761,0.9377687890857525
14deg_plot_16_07_0000,1.7310029407722103,0.8723513757808444,0.12764862421915568
14deg_plot_16_07_0001,1.0241707581824058,0.641192570100948,0.358807429899052
14deg_plot_16_07_0002,1.0417668052080824,0.6273065965702147,0.37269340342978524
14deg_plot_16_07_0003,1.3544181725525832,0.8377906694436706,0.1622093305563295
14deg_plot_16_07_0004,0.8284253639335795,0.6749206882081483,0.32507931179185173
14deg_plot_16_08_0000,1.2252397275909677,0.7123165494754478,0.2876834505245522
14deg_plot_16_08_0001,0.7902873440044327,0.5644289916070888,0.4355710083929113
14deg_plot_16_08_0002,0.9867012235535874,0.5347693969463858,0.4652306030536142
14deg_plot_16_08_0003,1.2061471611664212,0.6210124782988878,0.37898752170111216
14deg_plot_16_08_0004,1.2523925979855175,0.6764994950712911,0.32350050492870874
14deg_plot_16_09_0000,0.7662615358458857,0.3574061821109045,0.6425938178890955
14deg_plot_16_09_0001,0.6719044057178923,0.27784207076358897,0.722157929236411
14deg_plot_16_09_0002,1.1770945477596912,0.4169742861372548,0.583025713862745
14deg_plot_16_09_0003,1.3243304135831104,0.5179154480419034,0.4820845519580967
14deg_plot_16_09_0004,0.9116697127442501,0.4874398973243659,0.5125601026756339
14deg_plot_16_10_0000,0.647095854577679,0.3038775592506004,0.6961224407493996
14deg_plot_16_10_0001,0.845739251150925,0.35122884768139107,0.6487711523186089
14deg_plot_16_10_0002,0.8681342013630626,0.3262743998962989,0.6737256001037012
14deg_plot_16_10_0003,0.8954370395194248,0.3458272554834939,0.654172744516506
14deg_plot_16_10_0004,0.8898021371198569,0.40687160083299845,0.5931283991670016
14deg_plot_17_01_0000 (2),0.37151208445314726,0.0,1.0
14deg_plot_17_01_0000,0.6378923675228234,0.3656235338308999,0.6343764661691002
14deg_plot_17_01_0001 (2),0.4173968636604091,0.0,1.0
14deg_plot_17_01_0001,0.7064164945340798,0.3972037061043212,0.6027962938956788
14deg_plot_17_01_0002 (2),0.7908889617137262,0.0,1.0
14deg_plot_17_01_0002,0.7755374724235803,0.3331329334757931,0.6668670665242068
14deg_plot_17_01_0003 (2),0.6874866677669388,0.0,0.9999999999999999
14deg_plot_17_01_0003,0.7318850743006304,0.24127695278304628,0.7587230472169537
14deg_plot_17_01_0004 (2),0.7839282105271626,0.0,0.9999999999999999
14deg_plot_17_01_0004,0.7661193803807085,0.21183473187915755,0.7881652681208424
14deg_plot_17_02_0000,0.7891962368907921,0.16290253746046332,0.8370974625395364
14deg_plot_17_02_0001,1.0117554636287514,0.4482559843693673,0.5517440156306328
14deg_plot_17_02_0002,1.098976260981814,0.42757608383419227,0.5724239161658076
14deg_plot_17_02_0003,1.009088204507583,0.32690470319536025,0.6730952968046398
14deg_plot_17_02_0004,0.9320386552971639,0.2236665234198769,0.7763334765801233
14deg_plot_17_03_0000,0.5174033970612497,0.0032943017784730824,0.996705698221527
14deg_plot_17_03_0001,0.46313461126681327,0.16271147501321825,0.8372885249867819
14deg_plot_17_03_0002,0.5457150878861667,0.0,0.9999999999999999
14deg_plot_17_03_0003,0.4154680779917542,0.0,1.0
14deg_plot_17_03_0004,0.4056026539898085,0.0,1.0
14deg_plot_17_04_0000 (2),0.5298321173944069,0.0,1.0
14deg_plot_17_04_0000,0.6039411697552318,0.0,1.0
14deg_plot_17_04_0001 (2),0.5235665672400114,0.0,1.0
14deg_plot_17_04_0001,0.6623634237763115,0.0,1.0
14deg_plot_17_04_0002 (2),0.5031125883218062,0.0,1.0
14deg_plot_17_04_0002,0.6434439316529116,0.0,1.0
14deg_plot_17_04_0003 (2),0.6050010535450513,0.0,1.0
14deg_plot_17_04_0003,0.66238835916449,0.002136944304962526,0.9978630556950375
14deg_plot_17_04_0004 (2),0.6006134854834201,0.0,1.0
14deg_plot_17_04_0004,0.6394443091772029,0.0,1.0
14deg_plot_17_05_0000,0.5520962331814484,0.0,1.0
14deg_plot_17_05_0001,0.5966235488630882,0.0,1.0
14deg_plot_17_05_0002,0.5852477879079849,0.0,1.0
14deg_plot_17_05_0003,0.5875107675801232,0.0,1.0
14deg_plot_17_05_0004,0.607794819630055,0.0,1.0
14deg_plot_17_06_0000 (2),0.6283052990375035,0.0,1.0
14deg_plot_17_06_0000,0.9171166212784083,0.37602513539303994,0.62397486460696
14deg_plot_17_06_0001 (2),0.585408649489568,0.0,1.0
14deg_plot_17_06_0001,0.8495690922340842,0.38881508615985705,0.6111849138401428
14deg_plot_17_06_0002 (2),0.6010911352367002,0.0,1.0
14deg_plot_17_06_0002,0.9115563598553682,0.5624667717142079,0.4375332282857921
14deg_plot_17_06_0003 (2),0.6474559149500468,0.0,1.0
14deg_plot_17_06_0003,0.9264653888263072,0.45620163259912055,0.5437983674008795
14deg_plot_17_06_0004 (2),0.6386478761315425,0.0,1.0
14deg_plot_17_06_0004,0.9464510445329802,0.6154807613852952,0.38451923861470483
14deg_plot_17_06_0005,0.815194455992459,0.2526278542577399,0.7473721457422601
14deg_plot_17_07_0000 (2),0.6974835785183517,0.0,1.0
14deg_plot_17_07_0000,0.5997291148352952,0.0,1.0
14deg_plot_17_07_0001 (2),0.704490661850422,0.0,1.0
14deg_plot_17_07_0001,0.7233123291051438,0.0,1.0
14deg_plot_17_07_0002 (2),0.7272235302910182,0.0,1.0
14deg_plot_17_07_0002,0.5893623376794268,0.0019177846689646908,0.9980822153310352
14deg_plot_17_07_0003 (2),0.6978851341181501,0.0,1.0
14deg_plot_17_07_0003,0.6356464384759196,0.0,1.0
14deg_plot_17_07_0004 (2),0.7175515368309101,0.0,1.0
14deg_plot_17_07_0004,0.5444505521832993,0.0,1.0
14deg_plot_17_08_0000,0.6011739582462682,0.0,1.0
14deg_plot_17_08_0001,0.6056308713127652,0.0,1.0
14deg_plot_17_08_0002,0.5719077662766694,0.0,1.0
14deg_plot_17_08_0003,0.6005953869188205,0.0,1.0
14deg_plot_17_08_0004,0.5786751726240263,0.0,1.0
14deg_plot_17_09_0000,0.6588663688519979,0.11380785118984094,0.8861921488101591
14deg_plot_17_09_0001,0.6398051255197175,0.12854087440899148,0.8714591255910086
14deg_plot_17_09_0002,0.6877610494884314,0.027684012538374974,0.9723159874616252
14deg_plot_17_09_0003,0.7140747445159856,0.07379244619044832,0.9262075538095516
14deg_plot_17_09_0004,0.6784858735979218,0.0,1.0
14deg_plot_17_10_0000,0.667815485914,0.0,1.0
14deg_plot_17_10_0001,0.6835680536251526,0.0,1.0
