class,spectrumname,PC1,PC2,PC3
semistress,14deg_plot_1105_0004,16.330812149390614,-10.59469506808425,11.208268020714103
semistress,14deg_plot_1106_0000,8.687819791473201,-0.39247121390331713,-9.9925985182346
semistress,14deg_plot_1106_0001,5.948028055321119,-9.713080873277526,2.5895063077096325
semistress,14deg_plot_1106_0002,10.507091113444947,-9.813583346643828,4.131382970684132
semistress,14deg_plot_1106_0003,5.284154571604901,-8.705846278507845,3.1429173681725455
semistress,14deg_plot_1106_0004,8.063709446483701,-12.104011049042528,-1.0289711495489255
semistress,14deg_plot_1107_0000,1.7380468129613524,-19.451928243460397,1.4077348937358047
semistress,14deg_plot_1107_0001,9.939091516418243,-19.144014109647436,2.5228906970566918
semistress,14deg_plot_1107_0002,13.622613796850793,-11.397525160912988,-10.20739785412737
semistress,14deg_plot_1107_0003,9.307167831281133,-11.543617058186578,-8.720216109164173
semistress,14deg_plot_1107_0004,6.900586706336916,-12.720009967827165,-1.4671791170199266
semistress,14deg_plot_1108_0000 (2),5.5384347684471145,-13.078463110218658,-0.06031179017599574
semistress,14deg_plot_1108_0000,12.13136119406718,5.07870676025247,3.1961694079009866
semistress,14deg_plot_1108_0001 (2),7.6841463976341196,-13.865888745411201,-3.0853675498573345
semistress,14deg_plot_1108_0001,2.352290010321043,-1.4475060714825787,3.783805793030345
semistress,14deg_plot_1108_0002 (2),5.28282673064396,-15.317068773436453,0.6263199312816473
semistress,14deg_plot_1108_0002,7.127015055462215,-2.1310762191152146,3.5139440531119384
semistress,14deg_plot_1108_0003 (2),8.963221223801941,-14.130098887932748,5.187642933320474
semistress,14deg_plot_1108_0003,6.018712642868939,-1.8109312730487175,2.8180712949981745
semistress,14deg_plot_1108_0004 (2),13.608590035190524,-14.325308935605772,5.574182050483115
semistress,14deg_plot_1108_0004,3.571822224947348,-4.286635650367841,3.0653721870681157
semistress,14deg_plot_1109_0000,8.96124030146848,-33.87044965284527,4.352517602213183
semistress,14deg_plot_1109_0001,5.13937581974669,-24.186979534699923,1.149673053824019
semistress,14deg_plot_1109_0002,11.388303688180905,-14.710261515066756,-0.216496311159916
semistress,14deg_plot_1109_0003,11.3158077970295,-14.539395314518043,-1.9504188424787072
semistress,14deg_plot_1109_0004,10.178301048615912,-14.877696268705037,-8.39297995343285
semistress,14deg_plot_1110_0000,-12.1056907474906,-11.895367882145765,0.5737845436718917
semistress,14deg_plot_1110_0001,-28.917612123799586,-15.025417623409815,9.798236101956356
semistress,14deg_plot_1110_0002,-101.57534777884901,17.413152012163287,3.023174473027602
semistress,14deg_plot_1110_0003,-80.7050247224909,7.9426528446386975,0.8955394344026921
semistress,14deg_plot_1110_0004,-104.0088890006579,22.314168769266324,-2.8121907824632726
semistress,14deg_plot_1110_0005,-83.2506427023564,17.18888401893161,-18.770125470975568
semistress,14deg_plot_1110_0006,-1.6225410421626103,-11.812928316872094,1.9597771624482017
semistress,14deg_plot_1110_0007,6.269628453511936,-9.999157297713914,-3.8442265817462125
semistress,14deg_plot_1207_0000,2.310172276859438,-3.915265017488492,0.8127048407492434
semistress,14deg_plot_1207_0001,0.5248375443148945,-6.688340664747799,-2.1207652503370387
semistress,14deg_plot_1207_0002,-8.787885125102738,-11.639030764267192,3.504730239969079
semistress,14deg_plot_1207_0003,3.3113192499430353,-10.41655170611929,7.30047007702406
semistress,14deg_plot_1207_0004,-10.161843022806845,-14.544854192930535,1.891692205894373
semistress,14deg_plot_1208_0000,11.344823672302656,3.199988384518249,-2.3813612861003945
semistress,14deg_plot_1208_0001,21.729938232208443,9.490221671898661,7.674930522969275
semistress,14deg_plot_1208_0002,18.09649386234624,9.392439442578238,20.87767385965611
semistress,14deg_plot_1208_0003,13.21222336524202,0.8271633827190269,0.6861188292878221
semistress,14deg_plot_1208_0004,19.99721688171602,11.436476091335816,20.074996409573643
semistress,14deg_plot_1210_0000,10.650007451948907,9.141050730630806,0.21540506555988148
semistress,14deg_plot_1210_0001,4.7676797940829845,2.6572436913295108,2.3020873873348533
semistress,14deg_plot_1210_0002,-0.9520378051091999,2.403222141989878,-4.076857807144109
semistress,14deg_plot_1210_0003,3.7786763089177478,7.673432591758947,-0.4576843782634117
semistress,14deg_plot_1210_0004,3.193094985985623,2.893924541939736,10.193958613751631
drought,14deg_plot_1304_0000,10.597258351165928,6.915450652205506,-4.890040297327296
drought,14deg_plot_1304_0001,13.36462711717339,9.207786845031624,-0.7194174281302647
drought,14deg_plot_1304_0002,3.795765190173873,-1.4159949734056603,8.286576867825243
drought,14deg_plot_1304_0003,7.281328493147976,3.6341047011779657,-3.3613185355771864
drought,14deg_plot_1304_0004,5.535277293241328,2.482895251243718,4.321793655716774
drought,14deg_plot_1305_0000,18.916309379625137,23.007569387864887,9.03765765447028
drought,14deg_plot_1305_0001,29.474877578408538,26.099570372591742,-2.6845134166387568
drought,14deg_plot_1305_0002,15.810580526880516,17.742884857186052,30.055117414588658
drought,14deg_plot_1305_0003,22.399723532312805,21.618404738410145,22.744586279398533
drought,14deg_plot_1305_0004,20.800077071329053,16.86858084733284,16.726469181450142
drought,14deg_plot_1310_0000,-15.894694784323471,13.570106379673819,-20.103232472754083
drought,14deg_plot_1310_0001,-4.236044518763612,20.259570603728193,25.904060035270543
drought,14deg_plot_1310_0002,-30.613505053117116,22.344264315527,-16.785378453222986
drought,14deg_plot_1310_0003,-26.283627384294704,9.32492640557118,21.93213499729503
drought,14deg_plot_1310_0004,-14.564980080805418,20.41799245042411,5.653240374491992
drought,14deg_plot_1401_0000,5.750543412519441,-3.0942611756685854,4.93364719996851
drought,14deg_plot_1401_0001,3.7094907169336007,-2.8426799556805435,7.131302024764087
drought,14deg_plot_1401_0002,6.4293266495230785,2.1232593750990123,7.073161083167037
drought,14deg_plot_1401_0003,2.8385336242821677,-2.2173864129274787,3.7227457925289795
drought,14deg_plot_1401_0004,9.675237369310324,3.0103895915616725,13.452085277042992
drought,14deg_plot_1402_0000 (2),3.9221340153150157,2.695549487952783,-12.885534598625242
drought,14deg_plot_1402_0000,25.053027799528916,13.858168037223546,4.611610296127298
drought,14deg_plot_1402_0001 (2),19.781641819826106,-7.444005459907726,-1.4115433557232404
drought,14deg_plot_1402_0001,24.924560456691623,12.078449884005742,-3.7823691014178267
drought,14deg_plot_1402_0002 (2),4.9846337643371665,2.958535537529951,-4.098979354950905
drought,14deg_plot_1402_0002,28.56267497128403,14.411941545748652,-8.57323206880589
drought,14deg_plot_1402_0003 (2),10.412047577234391,1.464532135924606,-3.513653759306409
drought,14deg_plot_1402_0003,26.694151552365142,14.532412324518724,-1.7989621494761077
drought,14deg_plot_1402_0004 (2),11.041607310746029,3.2708868624934846,2.5268305658071535
drought,14deg_plot_1402_0004,23.21629113770384,15.076090211780503,-4.935580570204361
drought,14deg_plot_1402_0005 (2),12.900960409357024,2.1866392895703517,-2.877866946507417
drought,14deg_plot_1402_0005,29.23040688472185,14.501841416101403,-7.725461096665874
drought,14deg_plot_1403_0000,12.076655945869806,5.7141384193241045,-2.2457647062815966
drought,14deg_plot_1403_0001,9.262423198321118,6.5498801437978775,-8.5626032805418
drought,14deg_plot_1403_0002,10.38107090578379,3.895233386693125,3.2262351925724473
drought,14deg_plot_1403_0003,13.280420766871107,8.801701854008027,1.3926130855907848
drought,14deg_plot_1403_0004,11.511517488667474,5.138258277065437,4.6271713206903025
drought,14deg_plot_1404_0000,-1.5409342831928223,-32.813090858580736,-2.4502697888446403
drought,14deg_plot_1404_0001,-29.532456258826922,3.5418327442631323,-17.38438468577039
drought,14deg_plot_1404_0002,-5.0402195741762235,-15.988335868494632,-0.42600282986421156
drought,14deg_plot_1404_0003,-7.808462698174873,-8.897169964085869,9.987321300366222
drought,14deg_plot_1404_0004,-2.5445802257076116,0.2010146548440321,-7.605897036902509
drought,14deg_plot_1405_0000 (2),8.482497519133199,5.558997554036111,2.158364030497687
drought,14deg_plot_1405_0000,12.907916720875896,12.762152495550028,-4.309783537107171
drought,14deg_plot_1405_0001 (2),3.9964787962834043,-2.407493199896252,-1.2222898248615275
drought,14deg_plot_1405_0001,9.459233542338815,11.317246143505447,1.3804176832965054
drought,14deg_plot_1405_0002 (2),6.5184643243005596,3.8979503611981183,8.348413795337972
drought,14deg_plot_1405_0002,14.738255811201558,13.693319664646308,0.5943018853150112
drought,14deg_plot_1405_0003 (2),5.462182430290967,7.751993880051194,-4.121191424659697
drought,14deg_plot_1405_0003,14.280246415064806,8.077767024043512,0.10631135901716471
drought,14deg_plot_1405_0004 (2),6.175512160361416,10.604288453263674,-2.3108162945903756
drought,14deg_plot_1405_0004,15.368596397717308,12.178792692040618,7.0658792860450585
drought,14deg_plot_1406_0000,11.362418056758523,0.879225587258591,-5.179293495671042
drought,14deg_plot_1406_0001,9.581818592969174,8.237794675878717,-13.159828760277504
drought,14deg_plot_1406_0002,10.606988913054417,7.720954647139478,-5.99881888685825
drought,14deg_plot_1406_0003,3.7780386301698208,-0.5188790538088551,20.32047834290902
drought,14deg_plot_1406_0004,-0.6782793755755464,0.9460116656462993,24.68677082484262
drought,14deg_plot_1407_0000,-10.994438417891038,23.52801583905825,-14.430248809936167
drought,14deg_plot_1407_0001,12.160962766978102,4.340398192150343,0.3112756237624801
drought,14deg_plot_1407_0002,3.141154293789674,5.612433778161294,-7.032400688193758
drought,14deg_plot_1407_0003,9.180239378474669,4.651627448949028,-10.64223788173148
drought,14deg_plot_1407_0004,21.211088694127415,23.62290676225516,-7.640004972781063
drought,14deg_plot_1408_0000,0.9475575233045216,8.207817712410586,4.726270816325418
drought,14deg_plot_1408_0001,-4.0987583455029855,7.661074778077263,-2.8134745795739877
drought,14deg_plot_1408_0002,-3.410504307581134,14.092903081313656,-7.822084381348224
drought,14deg_plot_1408_0003,7.678042458650819,6.8481545510169415,1.1246936494773374
drought,14deg_plot_1408_0004,-7.584886087261526,-0.21877627098391747,-11.84600428553212
drought,14deg_plot_1409_0000 (2),11.761376646694565,-11.236016822406256,-2.072701595085462
drought,14deg_plot_1409_0000,8.882012909679547,20.98321069411566,26.809998226017342
drought,14deg_plot_1409_0001 (2),8.324956797863546,-10.817178153488827,-11.065547950334988
drought,14deg_plot_1409_0001,-2.922022045357646,19.895304860523495,14.721535498673228
drought,14deg_plot_1409_0002 (2),-4.817661056612394,-16.374222555502158,-0.5776277721888504
drought,14deg_plot_1409_0002,2.490418289238286,18.872740513199226,9.06675989084275
drought,14deg_plot_1409_0003 (2),1.9028911495395548,-14.76567294476684,7.7329044308052
drought,14deg_plot_1409_0003,-4.795849841867449,13.531844221335604,3.6963224475256626
drought,14deg_plot_1409_0004 (2),-2.412253839300703,-14.849939553288769,-0.6246505389334851
drought,14deg_plot_1409_0004,3.0000532229736168,3.209959179041825,7.968716029693263
drought,14deg_plot_1410_0000,7.764991563572022,10.465523386139669,-15.419230809863064
drought,14deg_plot_1410_0001,5.704656721163967,9.886347308065208,-15.891126018302831
drought,14deg_plot_1410_0002,0.9747968720581888,10.544356733983218,-23.8068349344473
drought,14deg_plot_1410_0003,9.826525273152063,3.496952931199162,-17.018108045658202
drought,14deg_plot_1410_0004,12.612135198752679,9.689767310901697,-10.32497353532941
drought,14deg_plot_1501_0000,11.656502649276195,5.730144902814424,-13.05223432556096
drought,14deg_plot_1501_0001,7.620876386072623,4.25823281843589,7.226584052950892
drought,14deg_plot_1501_0002,8.79271005646719,6.749973457336832,-4.506039829158661
drought,14deg_plot_1501_0003,5.3689192937088,8.301123350924428,-5.855120306333841
drought,14deg_plot_1501_0004,2.8555167029903217,0.8732810364641874,-2.4806841947806517
drought,14deg_plot_1502_0000 (2),19.827437857769908,-8.111411855022123,0.08468238182360474
drought,14deg_plot_1502_0000,1.4084913246073978,8.803185394270447,23.20397940216204
drought,14deg_plot_1502_0001 (2),-3.5075704312812577,6.544376936321279,2.467339762658729
drought,14deg_plot_1502_0001,-0.9060197410950561,4.0175739552040834,-4.171322952616866
drought,14deg_plot_1502_0002 (2),-0.894581064398688,11.879961860415534,16.14786151331103
drought,14deg_plot_1502_0002,-2.491258369372303,-1.128863807465974,-3.6794525346075044
drought,14deg_plot_1502_0003 (2),14.729406300054665,-3.996965683612566,1.1224568558472199
drought,14deg_plot_1502_0003,-2.4490556751242942,2.6945393027278777,-8.431797600079099
drought,14deg_plot_1502_0004 (2),17.496075666309707,-8.620298373836768,-0.5416550313160051
drought,14deg_plot_1502_0004,25.381058238280808,19.538414952991634,-21.61024991426747
drought,14deg_plot_1502_0005 (2),15.725173222095606,-0.6284275313944652,-3.616525014050961
drought,14deg_plot_1502_0005,0.2911252329404818,3.737454395482929,-13.785947157881825
drought,14deg_plot_1503_0000,5.957356405419619,-6.117930840572073,3.8886987542701568
drought,14deg_plot_1503_0001,6.879556740400135,-4.205534547563287,-2.4557562446372008
drought,14deg_plot_1503_0002,0.919369101650259,-0.6670233631758973,2.830897390474072
drought,14deg_plot_1503_0003,0.37996121490520485,-0.41703810777685696,-2.189117328524935
drought,14deg_plot_1503_0004,9.06552066283491,-5.5218159506648785,-13.510374058251326
drought,14deg_plot_1504_0000 (2),-0.7049442005209429,-11.473842663503685,-9.814828443324844
drought,14deg_plot_1504_0000,-18.063842016456846,17.76766195659324,4.551185269152164
drought,14deg_plot_1504_0001 (2),-6.947244206016406,-16.784640231372478,-5.269793721194337
drought,14deg_plot_1504_0001,-11.974076645843107,17.753195189288267,-10.374728316959908
drought,14deg_plot_1504_0002 (2),-8.881515650809606,-13.750706848916316,-0.6149147303385121
drought,14deg_plot_1504_0002,-35.5470963319292,10.058029856016228,14.280225634644278
drought,14deg_plot_1504_0003 (2),-6.4677523269287125,-12.007542108180763,-5.218242742017292
drought,14deg_plot_1504_0003,-20.614914009513555,16.004238168650787,9.431583125464279
drought,14deg_plot_1504_0004 (2),0.5478758389394425,-10.478796512062365,1.9436219161611559
drought,14deg_plot_1504_0004,-34.029515571893675,8.805323828742056,12.660199303622564
drought,14deg_plot_1505_0000,11.753284248159648,0.8814922474328473,0.2702137365073602
drought,14deg_plot_1505_0001,7.052707068567899,-1.3144539679459226,-4.47231700794319
drought,14deg_plot_1505_0002,1.228668665441735,-5.624954645218604,-6.550285321154709
drought,14deg_plot_1505_0003,3.0569368681257343,-5.208191268406717,-4.367242311084666
drought,14deg_plot_1505_0004,13.015573533811892,-0.693922479777337,2.8274973638096963
drought,14deg_plot_1506_0000,7.76048773781367,-5.503661088997453,-8.426703605595726
drought,14deg_plot_1506_0001,13.83356278622326,-3.315483479839358,2.143745859393197
drought,14deg_plot_1506_0002,3.454736144600576,-4.290903593453051,-2.0431960520755883
drought,14deg_plot_1506_0003,10.69143732490721,-6.229811005103699,0.4781219403609445
drought,14deg_plot_1506_0004,13.96526884485546,-7.68157291827632,2.7345386965151146
drought,14deg_plot_1507_0000,14.1196296663877,-3.0900487373306995,6.603038314366751
drought,14deg_plot_1507_0001,11.931473497511927,-0.642754170457596,0.28423267437394806
drought,14deg_plot_1507_0002,8.872024157551072,12.516178900773088,13.379774902709938
drought,14deg_plot_1507_0003,12.18882246935682,6.113760933004912,13.355025199741863
drought,14deg_plot_1507_0004,12.708078049986122,8.104425425618732,3.958617457454038
drought,14deg_plot_1507_0005,-9.16702027261764,-2.1194188294568757,-16.721073537047857
drought,14deg_plot_1507_0006,-7.755255020436721,6.840723177755919,-9.776654332442302
drought,14deg_plot_1507_0007,3.0885518154778113,2.55853087009491,-3.010695140711274
drought,14deg_plot_1507_0008,0.6507571225815392,7.319602139268083,-2.312368623521642
drought,14deg_plot_1508_0000 (2),5.8871704546177615,-3.5818166159114484,-11.327541546905795
drought,14deg_plot_1508_0000,-21.251825184354143,6.761776143947199,9.27215273961115
drought,14deg_plot_1508_0001 (2),10.211444361162815,-8.870769721806715,5.267082592609972
drought,14deg_plot_1508_0001,-38.6511318016992,6.888926430934442,1.3678585767307845
drought,14deg_plot_1508_0002 (2),6.215513646738468,0.4762817911377363,1.5121174116590905
drought,14deg_plot_1508_0002,-22.563009201173163,14.056886558478993,16.876453887010932
drought,14deg_plot_1508_0003 (2),10.235590075520713,-2.532195741913135,-5.674852093836434
drought,14deg_plot_1508_0003,-23.759704991333898,15.37275401518763,17.227700975189588
drought,14deg_plot_1508_0004 (2),8.713923363636393,-5.808625231312852,-4.098585329885884
drought,14deg_plot_1508_0004,-37.37445322798058,7.629667501591764,31.691315803388168
drought,14deg_plot_1510_0000,8.878148136258924,-2.1079748358787693,8.182083002897178
drought,14deg_plot_1510_0001,8.034397566282921,-2.275275305058698,7.391585537400713
drought,14deg_plot_1510_0002,7.612477119011907,0.7054885413336546,2.6191514203616366
drought,14deg_plot_1510_0003,7.891404632646978,-1.0662761623845272,3.201884606576516
drought,14deg_plot_1510_0004,6.420045137445317,-1.5015641788153402,-8.219345769285807
drought,14deg_plot_1601_0000 (2),1.18290133591791,-2.683802519083967,1.195758061207206
drought,14deg_plot_1601_0000,4.357086465170901,-2.253941558864069,5.354276415872495
drought,14deg_plot_1601_0001 (2),5.3285709483492845,6.427067206765757,-12.37704563113667
drought,14deg_plot_1601_0001,12.969341606669257,-0.5992932631020248,10.967027742039194
drought,14deg_plot_1601_0002 (2),5.830998481017007,5.752367564128619,-10.687075838846443
drought,14deg_plot_1601_0002,19.661560847838782,6.41995634086209,4.670025528555844
drought,14deg_plot_1601_0003 (2),26.706450184540063,2.2641879780451855,-2.890807737652292
drought,14deg_plot_1601_0003,21.37983217871805,6.22527072799294,-1.5072686356096092
drought,14deg_plot_1601_0004 (2),-4.85644832811437,2.8094337841902357,-14.024814408209322
drought,14deg_plot_1601_0004,-2.5121719402649356,-11.797380358851408,-0.9642887663128699
drought,14deg_plot_1602_0000 (2),-27.949597892648626,2.3795337860065655,-1.388389688130888
drought,14deg_plot_1602_0000,2.355698583789004,-0.029996630302079524,2.8092916929930642
drought,14deg_plot_1602_0001 (2),-25.259935974413793,7.72144420506918,-3.856784625387802
drought,14deg_plot_1602_0001,10.92706787983526,11.594117648276924,-7.053774633909487
drought,14deg_plot_1602_0002 (2),-28.455987514835016,9.18485174083074,7.621195883919336
drought,14deg_plot_1602_0002,12.110222229771892,6.212231770040402,-10.169322518780527
drought,14deg_plot_1602_0003 (2),-28.62954872454175,12.598889016125744,6.314195411300749
drought,14deg_plot_1602_0003,11.511360768383136,9.168018456659352,4.543617623960123
drought,14deg_plot_1602_0004 (2),-26.04647793266788,7.280465993935018,1.831482860588454
drought,14deg_plot_1602_0004,11.737903338053044,11.228795123032791,-12.19655478650097
drought,14deg_plot_1603_0000,1.0929916497738545,35.27002355728429,11.669473983162034
drought,14deg_plot_1603_0001,3.498804920274644,36.974571597473016,-0.9658473703870833
drought,14deg_plot_1603_0002,3.9044721572106305,40.6172743234122,10.760375001025666
drought,14deg_plot_1603_0003,4.024685426338188,33.99901142252663,5.309553568193391
drought,14deg_plot_1603_0004,10.621759044188453,31.288367039414,-16.638563380372336
drought,14deg_plot_1604_0000,-27.353746947597607,6.1604694129347966,13.734438726657405
drought,14deg_plot_1604_0001,-28.74722313741102,18.356544337434112,9.840781866512177
drought,14deg_plot_1604_0002,-55.42841402349904,19.138502165305216,22.095796421127055
drought,14deg_plot_1604_0003,-42.288766628699484,30.004630497377363,-1.3276931035640411
drought,14deg_plot_1604_0004,-37.65684769723354,34.108868741678066,-20.969021064590727
drought,14deg_plot_1605_0000,-0.2885078516749413,-0.8447843743614027,-12.570412956395595
drought,14deg_plot_1605_0001,4.607305626214979,3.0104151283520255,3.6656197090283347
drought,14deg_plot_1605_0002,5.079819675551313,4.666578861081606,-7.619277744215851
drought,14deg_plot_1605_0003,-0.947050582114585,3.4434110420250645,-0.2800642363762337
drought,14deg_plot_1605_0004,-0.17592497907127527,12.513336000970662,4.962838250219688
drought,14deg_plot_1606_0000 (2),-43.92528741865677,11.739405545880393,-19.246276905377737
drought,14deg_plot_1606_0000,-8.13507362573387,-7.41869574339262,0.7707571707154534
drought,14deg_plot_1606_0001 (2),-49.01533954890967,5.6690844224531975,-7.031870573619817
drought,14deg_plot_1606_0001,-8.870715137453553,-5.216129642903068,10.278376185102731
drought,14deg_plot_1606_0002 (2),-47.4085035509949,5.83251711988002,-8.347434806240756
drought,14deg_plot_1606_0002,-8.129587023528513,-7.373004740046128,3.9786334002474897
drought,14deg_plot_1606_0003 (2),-15.785298404053867,-13.402765519847238,6.735557585065169
drought,14deg_plot_1606_0003,-8.77904988787315,-8.761323245233747,-0.7742748314328545
drought,14deg_plot_1606_0004 (2),-12.962008524904423,-6.454666330549815,2.3352605813624687
drought,14deg_plot_1606_0004,-7.83905270333667,-6.758176258477019,2.1805970855228773
drought,14deg_plot_1607_0000,-6.908968501079667,35.814803927551466,-19.67157316582237
drought,14deg_plot_1607_0001,10.630759078082045,12.973594155768366,-15.594149688254406
drought,14deg_plot_1607_0002,8.997493725523283,13.594473327281404,1.1651351167796948
drought,14deg_plot_1607_0003,4.255790196881513,28.69068340791872,-3.748477690392202
drought,14deg_plot_1607_0004,17.3560243039957,11.523115392711654,-5.253754302307854
drought,14deg_plot_1608_0000,-0.1041848024695065,24.28032439914645,-6.77278843985176
drought,14deg_plot_1608_0001,14.219705829052495,5.799157938174921,1.5230296401185646
drought,14deg_plot_1608_0002,4.319986479072182,12.56262917818102,-7.138398083638154
drought,14deg_plot_1608_0003,-3.618618750858098,25.72666503832297,-10.115922703222658
drought,14deg_plot_1608_0004,-4.014615047601224,25.490713451050325,-13.151469231464914
drought,14deg_plot_1609_0000,1.0428690769742894,-3.66687084838333,-6.860874900621298
drought,14deg_plot_1609_0001,11.061997563806695,-8.211034024088782,-9.081878544826937
drought,14deg_plot_1609_0002,-13.317462902288355,10.545657633165895,-19.294251152383282
drought,14deg_plot_1609_0003,-14.38357742941146,14.50381544856141,-15.052490454492178
drought,14deg_plot_1609_0004,4.944113966192695,8.422450437720874,2.579453603439667
drought,14deg_plot_1610_0000,10.924609163443247,-15.22513374249645,-0.4933742211912136
drought,14deg_plot_1610_0001,0.4815266225871277,5.243692324856435,-6.44080777467449
drought,14deg_plot_1610_0002,0.8601385764268059,4.126923349059604,-5.212643399457948
drought,14deg_plot_1610_0003,-0.54630839746361,1.6433679969808592,3.854651801992429
drought,14deg_plot_1610_0004,3.043334330188546,6.524482315850655,-5.341259655678149
control,14deg_plot_1701_0000 (2),13.563443600198186,-4.297787089130715,-4.796208325209418
control,14deg_plot_1701_0000,14.9670877239438,4.309850217230903,1.3503420834074396
control,14deg_plot_1701_0001 (2),11.278206661960112,-6.7172690836507565,-3.612761859728367
control,14deg_plot_1701_0001,11.808974266899092,6.5769558053880965,1.9846075666575131
control,14deg_plot_1701_0002 (2),-13.059770572822922,-15.573516944250903,-10.737514179038651
control,14deg_plot_1701_0002,11.465024614889495,4.177558771871472,-5.695784518842894
control,14deg_plot_1701_0003 (2),-3.768779684455965,-11.306126941826124,8.033407825004822
control,14deg_plot_1701_0003,5.79175254539347,3.4786965704736814,-7.815630398333019
control,14deg_plot_1701_0004 (2),-8.927344759914993,-14.972614826888085,-2.813416143273095
control,14deg_plot_1701_0004,4.51740105307684,0.8134049430310807,-4.9259910393359
control,14deg_plot_1702_0000,-7.979155339599032,2.1717684873411,-14.028621886480204
control,14deg_plot_1702_0001,-0.11356788436263116,13.41904133314996,-27.27700106300298
control,14deg_plot_1702_0002,-7.413945354335297,5.360522962936114,-4.9308832965913405
control,14deg_plot_1702_0003,-10.269211661311802,4.86542857090356,-13.121101716694124
control,14deg_plot_1702_0004,-12.669331977730653,4.385216079081362,-17.981150101428312
control,14deg_plot_1703_0000,12.350748770160514,-2.9307152749546916,-5.637242874653472
control,14deg_plot_1703_0001,13.854461122512426,0.16885931157884906,3.4581042533932056
control,14deg_plot_1703_0002,6.546223276619968,-4.997356934981923,-1.0425710001524786
control,14deg_plot_1703_0003,8.239600265430303,-4.788082793580938,-2.5159107302659947
control,14deg_plot_1703_0004,7.849861417554178,-4.6139982595264195,-1.7268405032912142
control,14deg_plot_1704_0000 (2),-5.398448429394851,-15.628473778056733,-0.4675911616767537
control,14deg_plot_1704_0000,1.2692458013198722,-7.160689745641975,4.855460487117495
control,14deg_plot_1704_0001 (2),-3.7197041822691452,-17.48671310255308,2.349749850924941
control,14deg_plot_1704_0001,2.949275859138534,-11.202557342251986,7.030550138428692
control,14deg_plot_1704_0002 (2),-1.948784728095716,-13.953691366010368,-0.3666602161355738
control,14deg_plot_1704_0002,-3.5702946169276335,-6.821062968054062,-3.017703118060381
control,14deg_plot_1704_0003 (2),-9.919505469526992,-16.331735929409962,13.774377324410025
control,14deg_plot_1704_0003,3.0177846579023413,-7.743248758961826,7.151806116917362
control,14deg_plot_1704_0004 (2),-8.813250541880704,-17.273651538666577,13.829136564926113
control,14deg_plot_1704_0004,2.540059348752141,-11.47112019362768,6.725244777926841
control,14deg_plot_1705_0000,-2.9347323343719456,-11.790892910267692,-11.034024966329188
control,14deg_plot_1705_0001,-7.374304614115186,-11.622290096075703,-3.919572922796634
control,14deg_plot_1705_0002,-6.869531927084493,-20.18689094909688,-3.9673525902443108
control,14deg_plot_1705_0003,-8.15126095465459,-17.6110974466387,-5.261922097001002
control,14deg_plot_1705_0004,-8.600097556347718,-17.250163643133906,-6.791273999415375
control,14deg_plot_1706_0000 (2),-7.912335226625458,-14.206507786544984,-9.192384995420307
